# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PKD1L3	ENSCAFG00000020217	ENSCAFT00000047274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD2L2	ENSCAFG00000001146	ENSCAFT00000001760	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000001138	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000038299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000045918	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PKN1	ENSCAFG00000016316	ENSCAFT00000025894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PKN3	ENSCAFG00000020045	ENSCAFT00000031900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKN3	ENSCAFG00000020045	ENSCAFT00000036253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKNOX2	ENSCAFG00000010924	ENSCAFT00000017377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLA2G2C	ENSCAFG00000028882	ENSCAFT00000044394	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4F	ENSCAFG00000009914	ENSCAFT00000015866	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLA2G7	ENSCAFG00000002037	ENSCAFT00000003227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLA2G7	ENSCAFG00000002037	ENSCAFT00000035365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLA2R1	ENSCAFG00000009598	ENSCAFT00000015277	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCB1	ENSCAFG00000005856	ENSCAFT00000009472	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCB1	ENSCAFG00000005856	ENSCAFT00000046106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCB2	ENSCAFG00000009036	ENSCAFT00000014399	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCB3	ENSCAFG00000014542	ENSCAFT00000023114	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLCB3	ENSCAFG00000014542	ENSCAFT00000047129	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLCB4	ENSCAFG00000005760	ENSCAFT00000009371	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PLCB4	ENSCAFG00000005760	ENSCAFT00000009402	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PLCD1	ENSCAFG00000004931	ENSCAFT00000007940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCD1	ENSCAFG00000004931	ENSCAFT00000039714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCE1	ENSCAFG00000007985	ENSCAFT00000012791	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PLCE1	ENSCAFG00000007985	ENSCAFT00000049570	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PLCG2	ENSCAFG00000019989	ENSCAFT00000031815	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLCH2	ENSCAFG00000019405	ENSCAFT00000047332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCZ1	ENSCAFG00000012538	ENSCAFT00000019918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLD1	ENSCAFG00000015246	ENSCAFT00000024237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLD1	ENSCAFG00000015246	ENSCAFT00000050001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEC	ENSCAFG00000001433	ENSCAFT00000002240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEC	ENSCAFG00000001433	ENSCAFT00000047267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEK2	ENSCAFG00000016394	ENSCAFT00000025996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHA2	ENSCAFG00000032414	ENSCAFT00000045990	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLEKHA5	ENSCAFG00000012478	ENSCAFT00000019827	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PLEKHA8	ENSCAFG00000003056	ENSCAFT00000004919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHA8	ENSCAFG00000003056	ENSCAFT00000004922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHG1	ENSCAFG00000000405	ENSCAFT00000000638	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLEKHG2	ENSCAFG00000005521	ENSCAFT00000008898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHG2	ENSCAFG00000005521	ENSCAFT00000046253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHG2	ENSCAFG00000005521	ENSCAFT00000049495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHG3	ENSCAFG00000016048	ENSCAFT00000025461	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PLEKHG3	ENSCAFG00000016048	ENSCAFT00000025462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHG4B	ENSCAFG00000011054	ENSCAFT00000017584	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PLEKHH3	ENSCAFG00000014679	ENSCAFT00000023342	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PLEKHM3	ENSCAFG00000013559	ENSCAFT00000021506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHS1	ENSCAFG00000011169	ENSCAFT00000017764	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
PLEKHS1	ENSCAFG00000011169	ENSCAFT00000043850	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
PLIN4	ENSCAFG00000015323	ENSCAFT00000049351	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PLK3	ENSCAFG00000004713	ENSCAFT00000007621	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLOD2	ENSCAFG00000008101	ENSCAFT00000012961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLPP2	ENSCAFG00000019734	ENSCAFT00000031378	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLPP3	ENSCAFG00000028754	ENSCAFT00000048231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLPP7	ENSCAFG00000019911	ENSCAFT00000031678	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSCAFG00000016530	ENSCAFT00000026180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLXNA2	ENSCAFG00000011756	ENSCAFT00000002159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLXNA2	ENSCAFG00000011756	ENSCAFT00000018802	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
PLXNA4	ENSCAFG00000001362	ENSCAFT00000002128	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PLXNB1	ENSCAFG00000012685	ENSCAFT00000020240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PMEL	ENSCAFG00000000080	ENSCAFT00000000132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PML	ENSCAFG00000025384	ENSCAFT00000028343	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PMPCB	ENSCAFG00000004166	ENSCAFT00000006689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PNKD	ENSCAFG00000014632	ENSCAFT00000023229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PNLDC1	ENSCAFG00000000740	ENSCAFT00000001145	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PNMA2	ENSCAFG00000008813	ENSCAFT00000013996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNO1	ENSCAFG00000003256	ENSCAFT00000005226	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNP	ENSCAFG00000005419	ENSCAFT00000008717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNPLA6	ENSCAFG00000018262	ENSCAFT00000029033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNPLA7	ENSCAFG00000019417	ENSCAFT00000030881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POC1B	ENSCAFG00000006105	ENSCAFT00000009886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
POC1B	ENSCAFG00000006105	ENSCAFT00000015651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PODN	ENSCAFG00000019183	ENSCAFT00000030455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PODN	ENSCAFG00000019183	ENSCAFT00000030480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PODXL	ENSCAFG00000001403	ENSCAFT00000002169	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PODXL	ENSCAFG00000001403	ENSCAFT00000049816	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
POLD3	ENSCAFG00000005484	ENSCAFT00000039190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLDIP2	ENSCAFG00000018665	ENSCAFT00000029631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLE	ENSCAFG00000006215	ENSCAFT00000010094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLG	ENSCAFG00000011760	ENSCAFT00000018896	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR1A	ENSCAFG00000007613	ENSCAFT00000012228	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
POLR1A	ENSCAFG00000007613	ENSCAFT00000047500	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
POLR2A	ENSCAFG00000016532	ENSCAFT00000026237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2A	ENSCAFG00000016532	ENSCAFT00000050029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2D	ENSCAFG00000004311	ENSCAFT00000006918	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POLR3A	ENSCAFG00000015546	ENSCAFT00000024699	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
POLR3A	ENSCAFG00000015546	ENSCAFT00000047369	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
POLRMT	ENSCAFG00000019711	ENSCAFT00000031345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLRMT	ENSCAFG00000019711	ENSCAFT00000031361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLRMT	ENSCAFG00000019711	ENSCAFT00000046349	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
POMGNT1	ENSCAFG00000004294	ENSCAFT00000006914	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
POMT1	ENSCAFG00000019905	ENSCAFT00000031668	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
POMT2	ENSCAFG00000017178	ENSCAFT00000027201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POMT2	ENSCAFG00000017178	ENSCAFT00000043723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PON1	ENSCAFG00000002114	ENSCAFT00000003339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POT1	ENSCAFG00000001754	ENSCAFT00000002746	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POU2F3	ENSCAFG00000011978	ENSCAFT00000019024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POU2F3	ENSCAFG00000011978	ENSCAFT00000046280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POU4F2	ENSCAFG00000007756	ENSCAFT00000012393	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPARD	ENSCAFG00000001310	ENSCAFT00000002032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPAT	ENSCAFG00000002217	ENSCAFT00000003495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPEF2	ENSCAFG00000008501	ENSCAFT00000013495	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000016827	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000046818	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPFIBP1	ENSCAFG00000010994	ENSCAFT00000017516	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPFIBP1	ENSCAFG00000010994	ENSCAFT00000045468	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPFIBP1	ENSCAFG00000010994	ENSCAFT00000048372	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPHLN1	ENSCAFG00000009764	ENSCAFT00000015506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPIG	ENSCAFG00000012372	ENSCAFT00000019654	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPIG	ENSCAFG00000012372	ENSCAFT00000044329	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000020841	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000042890	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000045592	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000049870	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPM1E	ENSCAFG00000030155	ENSCAFT00000048826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPM1H	ENSCAFG00000000337	ENSCAFT00000000522	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPM1L	ENSCAFG00000014325	ENSCAFT00000022754	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PPOX	ENSCAFG00000012811	ENSCAFT00000020328	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PPOX	ENSCAFG00000012811	ENSCAFT00000046181	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPP1CA	ENSCAFG00000011565	ENSCAFT00000018367	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PPP1CA	ENSCAFG00000011565	ENSCAFT00000039783	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPP1CC	ENSCAFG00000008515	ENSCAFT00000035276	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R12B	ENSCAFG00000010497	ENSCAFT00000016685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R12B	ENSCAFG00000010497	ENSCAFT00000047397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R13B	ENSCAFG00000018300	ENSCAFT00000029073	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
PPP1R1A	ENSCAFG00000029756	ENSCAFT00000047917	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R32	ENSCAFG00000016134	ENSCAFT00000025607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R37	ENSCAFG00000004563	ENSCAFT00000007363	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP1R3C	ENSCAFG00000029146	ENSCAFT00000047174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R8	ENSCAFG00000012023	ENSCAFT00000019094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R8	ENSCAFG00000012023	ENSCAFT00000047942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R9A	ENSCAFG00000002110	ENSCAFT00000003335	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R9B	ENSCAFG00000017004	ENSCAFT00000026939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2CA	ENSCAFG00000001010	ENSCAFT00000001554	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPP2CA	ENSCAFG00000001010	ENSCAFT00000001557	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
PPP2CA	ENSCAFG00000001010	ENSCAFT00000036258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSCAFG00000008850	ENSCAFT00000014085	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSCAFG00000008850	ENSCAFT00000045269	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PPP2R2B	ENSCAFG00000006542	ENSCAFT00000010594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R5D	ENSCAFG00000001753	ENSCAFT00000002747	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PPP2R5E	ENSCAFG00000015787	ENSCAFT00000036898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSCAFG00000009390	ENSCAFT00000014938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP4R3A	ENSCAFG00000017570	ENSCAFT00000027870	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPP4R4	ENSCAFG00000017636	ENSCAFT00000027971	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP4R4	ENSCAFG00000017636	ENSCAFT00000038810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP6R1	ENSCAFG00000002608	ENSCAFT00000046834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP6R3	ENSCAFG00000010819	ENSCAFT00000017253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPT2-EGFL8	ENSCAFG00000000766	ENSCAFT00000001193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPT2-EGFL8	ENSCAFG00000000766	ENSCAFT00000048253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PQBP1	ENSCAFG00000015672	ENSCAFT00000024826	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PQBP1	ENSCAFG00000015672	ENSCAFT00000049058	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRCC	ENSCAFG00000016737	ENSCAFT00000026499	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRCP	ENSCAFG00000004628	ENSCAFT00000007459	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRDM10	ENSCAFG00000010164	ENSCAFT00000016143	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRDM10	ENSCAFG00000010164	ENSCAFT00000049955	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRDM15	ENSCAFG00000010223	ENSCAFT00000016225	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRDM15	ENSCAFG00000010223	ENSCAFT00000049663	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRDM5	ENSCAFG00000004179	ENSCAFT00000006708	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRDM5	ENSCAFG00000004179	ENSCAFT00000043900	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRDM5	ENSCAFG00000004179	ENSCAFT00000048175	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRDM6	ENSCAFG00000023666	ENSCAFT00000036515	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
